Image Links,BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
https://images.openfoodfacts.org/images/products/544/900/005/4227/front_en.321.400.jpg,Coca cola,Original Taste - Coca cola - 1,"Beverages and beverages preparations,  Beverages"," Colas,  Sweetened beverages","water, fructose - glucose syrup, carbon dioxide, colorant: e150d, acid: phosphoric acid, natural flavorings (including caffeine)",Food processing level unknown
https://images.openfoodfacts.org/images/products/762/220/113/3337/front_en.122.400.jpg,"LU, Mondelez",Figolu - LU - 192 g (12 x 16 g),"Snacks,  Sweet snacks"," Filled biscuits,  Biscuit filled with fruit paste","wheat flour 34%, fig paste 26%, sugar, palm oil, glucose syrup, partially inverted sugar syrup, salt, baking powder (sodium carbonates, ammonium carbonates), acidity corrector (citric acid)",Ultra processed foods
https://images.openfoodfacts.org/images/products/16256866/front_fr.105.400.jpg,Poulain,Poulain grand arôme - 450 g,"Beverages,  Cocoa and its products"," Chocolate powders,  B",": 
                    
                    Cacao maigre (11% de beurre de cacao) en poudre (50%), sucre, arôme. Peut contenir lait et soja.",Ultra processed foods
https://images.openfoodfacts.org/images/products/761/303/624/9928/front_fr.372.400.jpg,Vittel,eau minerale - Vittel - 1500 ml,"Beverages,  Waters"," Unsweetened beverages,  Natural mineral waters",natural mineral water,Food processing level unknown
https://images.openfoodfacts.org/images/products/761/303/597/4685/front_fr.288.400.jpg,Hépar,hepar - 1 L,"Beverages,  Waters"," Natural mineral waters,  Non-carbonated natural mineral waters",natural mineral water,Food processing level unknown
https://images.openfoodfacts.org/images/products/336/632/105/1983/front_fr.132.400.jpg,"St Hubert, St hubert omega 3",Oméga 3® Doux - St Hubert - 250 g,"Plant-based foods and beverages,  Plant-based foods"," Plant-based pâtés,  50-63-unsalted-vegetable-fat-margarine-type-high-in-omega-3","oils and stéarines plant 49 % (rapeseed, coconut, linseed, shea), water, emulsifiers (mono-and diglycerides of fatty acids, soy lecithin ), salt, flavourings, stabiliser (pectins), colour (beta-carotene), vitamin b1,",Ultra processed foods
https://images.openfoodfacts.org/images/products/317/568/001/5228/front_fr.253.400.jpg,Gerblé,Levure de bière - Gerblé - 150 g,"Food additives,  Yeast","Food additives,  Yeast","brewer's yeast flakes 93%, barley malt extract7%",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/731/107/003/2611/front_en.91.400.jpg,KRISPROLLS,Krisprolls - 425 g,"Plant-based foods and beverages,  Plant-based foods"," Toasted bread rolls,  Wholemeal rusks","whole blé flour (63%), blé flour, vegetable oils (palme, colza), yeast, orge malt, salt",Processed foods
https://images.openfoodfacts.org/images/products/762/221/060/1988/front_en.168.400.jpg,LU,Granola - LU - 200 g e,"Snacks,  Sweet snacks"," Digestives covered with chocolate,  Shortbread cookie with chocolate","wheat flour 48%, milk chocolate 27% sugar, cocoa mass, cocoa butter, whey powder (from milk), skimmed milk powder, vegetable fats (palm, shea in varying proportions), concentrated butter, emulsifiers (soy lecithins, e476), lactose (milk), aromamel, vegetable oils (palm, copra), sugar, sugar syrup, wheat bran, baking powder (sodium carbonates,  ammonium carbonates), salt, wheat germ, acidity regulator (citric acid), may contain eggs, nuts, sesame",Ultra processed foods
https://images.openfoodfacts.org/images/products/315/525/120/5302/front_en.88.400.jpg,Primevère,Primevère - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Margarines,  Light margarines","vegetable oils and fats non-hydrogenated 54 % (rapeseed, coconut, palm, palm kernel), water, emulsifiers : mono and diglycerides of fatty acids, sunflower lecithin, salt, natural flavourings, antioxidant : extracts of rosemary, concentrated lemon juice, colouring agents : annatto, curcumin, vitamin b1,",Ultra processed foods
https://images.openfoodfacts.org/images/products/308/854/350/6255/front_en.230.400.jpg,Sunny Via,Sunny Via Agave syrup squeeze bottle 350g - 350 g,"Plant-based foods and beverages,  Plant-based foods"," Simple syrups,  Agave syrups",agave syrup,Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/322/885/700/0906/front_fr.1359.400.jpg,Harrys,Pain AMS complet - Harrys - 600 g,"Plant-based foods and beverages,  Plant-based foods"," Wholemeal breads,  Wholemeal sliced breads","whole wheat flour 38%, water, blé flour, rapeseed oil, sugar, aroma (contains alcohol), salt, blé gluten, malted seigle flour, vinegar, yeast, aceral extract, may contain traces of oeuf, soja, lait, fruits a coque, sesame graines",Ultra processed foods
https://images.openfoodfacts.org/images/products/544/900/013/1836/front_en.320.400.jpg,COCA-COLA,Coca Cola Zero 500ml - 500 ml,"Beverages,  Carbonated drinks"," Diet sodas,  Diet cola soft drink","water, carbonic acid, colouring, e 150 sweeteners: cyclamate, acesulfame k and aspartame, acidifiers: e 338, acidity regulator: sodium citrates, natural flavourings, flavouring caffeine",Ultra processed foods
https://images.openfoodfacts.org/images/products/762/221/099/8095/front_fr.169.400.jpg,"Belin, Mondelez",Monaco - Belin - 100 g e,"Snacks,  Salty snacks"," Appetizers,  Crackers","wheat flour 56.1%, vegetable oils (palm and rapeseed), dried grated emmental 17%, sugar, salt, glucose-fructose syrup, lifting powder (ammonium acid carbonate, sodium acid carbonate), malted barley flour, whey powder (milk), dry yeast, emulsifier (soy lecithin)",Ultra processed foods
https://images.openfoodfacts.org/images/products/761/303/504/0823/front_en.357.400.jpg,"Nestlé, Nestlé Dessert",Nestlé Dessert - 205g,"Snacks,  Desserts"," Dark chocolate bar for cooking with more than 40% cocoa,  Tablette de chocolat au lait","sugar, cocoa paste, cocoa butter, emulsifier sunflower lecithin, natural vanilla aroma madagascar, cocoa: 52% minimum, may contain: nuts, milk",Ultra processed foods
https://images.openfoodfacts.org/images/products/301/776/054/2890/front_fr.167.400.jpg,"Pelletier, LU, Mondelez",Pain grillé au blé complet - Pelletier - 500 g e,"Plant-based foods and beverages,  Plant-based foods"," Rusks,  Toasts","wheat flour 87.9%, whole wheat flour 13.3%, yeast, palm oil, glucose-fructose syrup, salt, malted wheat flour, flour processing agent (ascorbic acid), acidifying (lactic acid), rye flour, wheat ferments",Ultra processed foods
https://images.openfoodfacts.org/images/products/322/982/078/2560/front_fr.164.400.jpg,Bjorg,Muesli Superfruits - Bjorg - 375 g,"Plant-based foods and beverages,  Plant-based foods"," Mueslis,  Mueslis with fruits","French: 
                    
                    Flocons d'avoine complète 60 %, raisins secs* 18 % (raisins secs*, huile de tournesol*), flocons d'épeautre* complets (blé) 12 %, flocons de blé* complet toasté 5 %, amandes* entières 3 %, canneberges lyophilisées* 0,7 %, cassis lyophilisés* 0,7 %, myrtilles lyophilisées* 0,7 %",Processed foods
https://images.openfoodfacts.org/images/products/405/648/900/7180/front_en.115.400.jpg,Maître Jean Pierre,Pain de Mie Spécial Sandwich Complet - Maître Jean Pierre - 750 g,"Plant-based foods and beverages,  Plant-based foods"," Wholemeal breads,  Wholemeal sliced breads","61% farine de blé complet, eau, sucre, 3% farine de blé, huile de colza, sel, levure, farine de fève, arôme, alcool",Ultra processed foods
https://images.openfoodfacts.org/images/products/501/002/900/0016/front_en.34.400.jpg,Weetabix,Weetabix - 430 g,"Plant-based foods and beverages,  Plant-based foods"," Cereals and their products,  Breakfast cereals","wholegrain wheat (95%), malted barley extract, sugar, salt, niacin, iron, riboflavin (b2), thiamin (bi), acid",Processed foods
https://images.openfoodfacts.org/images/products/325/654/000/0698/front_fr.187.400.jpg,Pasquier,Pains au lait x10 - Pasquier - 350 g,"Snacks,  Sweet snacks"," Milk bread rolls,  fr:produit inconnu","wheat flour 43%, sourdough 21%, wheat flour 11%, water, salt, fresh eggs 11%, sugar, pastry butter, rapeseed oil, yeast, skimmed milk powder equivalent to 10% reconstituted skimmed milk, emulsifier: mono and diglycerides of fatty acids, salt, wheat protein, wheat gluten, carrot extract, flavourings, antioxidant: ascorbic acid, milk protein",Ultra processed foods
https://images.openfoodfacts.org/images/products/762/221/071/3889/front_fr.184.400.jpg,LU,Belvita Original Petit-Déjeuner miel et pépites de chocolat - LU - 435 g,"Snacks,  Breakfasts"," Biscuits,  Chocolate biscuits","cereals 60,4% (full grain 40,4% (whole wheat flour 20,3%, oatmeal 10,8%, whole barley flour 4,9%, whole rye flour 3,4%, wholemeal spelt flour (wheat) 1%), wheat flour 20%, sugar, rapeseed oil, chocolate chips 8,6% (sugar, cocoa paste, cocoa butter, emulsifier (soy lecithin)), flower honey 5,1%, glucose-fructose syrup, upright powder (sodium acid carbonate , disodium diphosphate, ammonium acid carbonate),  salt, emulsifiers (soy lecithin, e472e) , minerals (magnesium carbonate, elemental iron), skimmed milk powder, aroma, vitamins (vitamin e, vitamin b1 (thiamine))",Ultra processed foods
https://images.openfoodfacts.org/images/products/306/199/014/3365/front_en.95.400.jpg,BN,"BN - Chocolate Cookies, 285g (10.4oz) - 285 g","Snacks,  Sweet snacks"," Chocolate biscuits,  Filled biscuits","cereals (wheat flour (33%), whole grains (15.1%) (whole wheat flour (15%), whole rye flour, whole barley flour)), sugar, vegetable fats (palm, palm kernel, rapeseed), lean cocoa (4.7%), starches (wheat), glucose syrup, baking powders: ammonium and sodium carbonates, salt, skimmed milk powder, whey permeate powder (milk), emulsifier:  sunflower lecithin, aromas",Ultra processed foods
https://images.openfoodfacts.org/images/products/376/004/979/8609/front_fr.132.400.jpg,La Boulangère,Pain de mie grandes tranches Seigle & Graines 500g - La Boulangère - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Rye breads,  fr:Aliments et boissons","French: 
                    
                    Farine de BLÉ* 41 % , eau, graines de lin brun 6,1 %, graines de lin jaune 6,1 %, graines de tournesol décortiquées 6 %, farine de SEIGLE 5,1 %, GLUTEN DE BLÉ, farine d'ORGE maltée torréfiée, levure, extrait de malt d'ORGE, sel, vinaigre, arôme naturel (contient alcool), conservateur : propionate de calcium, antioxydant : extrait d'acérola. Traces éventuelles d'œufs, lait, graines de sésame, soja et moutarde. * Ingrédient issu du commerce équitable français.",Ultra processed foods
https://images.openfoodfacts.org/images/products/322/982/010/0234/front_fr.218.400.jpg,Bjorg,Fourrés Chocolat 🍫noir BIO - Bjorg - 225 g,"Snacks,  Sweet snacks"," Filled biscuits,  Dark chocolate biscuits","French: 
                    
                    Farine de blé 39 %, chocolat noir 25 % (pâte de cacao, sucre de canne, beurre de cacao), sucre de canne roux non raffiné, farine complète de blé 15 %, huile de tournesol oléique, arôme naturel de vanille, lait écrémé en poudre, sel de mer, poudres à lever : carbonates d'ammonium, carbonates de sodium, épaississant : gomme d'acacia, antioxydant : extraits de romarin.",Ultra processed foods
https://images.openfoodfacts.org/images/products/730/040/048/1571/front_fr.1705.400.jpg,"Wasa, Barilla",wasa - 270 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Crispbreads","Farine complète de SEIGLE (110 g*), sel.",Processed foods
https://images.openfoodfacts.org/images/products/336/632/105/2386/front_fr.708.400.jpg,"St Hubert, St hubert bio",St hubert bio doux 230g ss hdp - 230 g,"Plant-based foods and beverages,  Plant-based foods"," Margarines,  Light margarines","organic vegetable oils 52% (oleic sunflower, rapeseed, coconut, shea, hazelnut), water, salt, emulsifier (organic soy lecithin), stabilizing (pectin)",Ultra processed foods
https://images.openfoodfacts.org/images/products/304/692/002/8363/front_en.293.400.jpg,Lindt,85% Cocoa Robust Dark Chocolate Bar - Lindt - 100 g,"Snacks,  Sweet snacks"," Dark chocolate bar with more than 70% cocoa,  Extra fine dark chocolates","cocoa mass, fat-reduced cocoa, cocoa butter, demerara sugar, vanilla",Processed foods
https://images.openfoodfacts.org/images/products/317/568/001/1442/front_en.142.400.jpg,Gerblé,"Gerble - Soy Orange Cookie, 280g (9.9oz) - 280 g","Snacks,  Breakfasts"," Shortbread biscuit with fruits,  Sablés à l'orange","wheat flour 57,8%, red cane sugar, rapeseed oil, soy flakes 7%, wheat germ 5,3%, dehydrated oranges 1,5%, magnesium, emulsifier: rapeseed lecithins, sugar, calcium, starch, oat fibre, sea salt, uptake powders (citric acid, sodium carbonates, ammonium carbonates), natural orange flavour, milk proteins, wheat starch, vitamins b1, b5, b6, b9, pp, e (lactose , milk proteins), made in a workshop that uses nuts,   lupin , sesame and eggs",Ultra processed foods
https://images.openfoodfacts.org/images/products/304/692/002/9780/front_fr.237.400.jpg,Lindt,Doux 70% noir subtil - Lindt - 100g,"Snacks,  Sweet snacks"," Dark chocolates,  Dark chocolate bar with more than 70% cocoa","cocoa mass, sugar, cocoa butter, emulsifier (soya lecithin), vanilla, may contain hazelnuts, almonds, milk",Ultra processed foods
https://images.openfoodfacts.org/images/products/80895237/front_en.36.400.jpg,Ferrero,Nutella - Ferrero - 700g,"Breakfasts,  Spreads"," Chocolate spreads,  Cocoa and hazelnuts spreads","sugar, palm oil, noisettes 13%, milk skimmed powder 8,7%, lean cocoa 7,4%, emulsifiers: lecithins (soja), vanillin",Ultra processed foods
https://images.openfoodfacts.org/images/products/871/120/054/8002/front_fr.216.400.jpg,Amora,Amora grand mayonn 415g - 415 g,"Condiments,  Sauces"," Mayonnaises,  Dijon mayonnaises","vegetable oils (sunflower, rapeseed), white wine vinegar, water, dijon mustard and 5,5 % (water, mustard seeds, spirit vinegar, salt), egg yolk from hens raised outdoors, or 5,1%, salt, sugar, dextrin, thickener : xanthan gum, aroma, colourings : lutein and paprika extract",Ultra processed foods
https://images.openfoodfacts.org/images/products/762/220/180/9638/front_fr.67.400.jpg,"LU, Napolitain, Mondelez",Napolitain - L'original - LU - 180 g (6 x 30 g),"Snacks,  Sweet snacks"," Cakes,  Filled sponge cake slices","wheat flour 24%, sugar, palm oil, glucose-fructose syrup, eggs 7.5%, chocolate powder 6.5% (sugar, cocoa powder), stabilizers (glycerol, sorbitol), whey powder (milk), starches, glucose syrup, flavourings (contains alcohol), lean cocoa powder, rapeseed oil, baking powders (ammonium carbonates, diphosphates, sodium carbonates), cocoa butter, salt,  shea fat, skimmed milk powder, emulsifiers (e472b, e472a, soy lecithins, e471, e473), thickener (xanthan gum), dye (e160a), concentrated butter, acidity regulators (sodium citrates, citric acid, tartaric acid), preservative (potassium sorbate)",Ultra processed foods
https://images.openfoodfacts.org/images/products/303/371/007/3467/front_en.330.400.jpg,"Nestlé, Ricore",RICORE Original - Nestlé - 100 g,"Plant-based foods and beverages,  Beverages"," Instant beverages,  Instant mix of chicory and coffee powder","soluble coffee 33.2%, chicory fiber (oligofructose) 33%, soluble chicory 30%, magnesium sulfate",Unprocessed or minimally processed foods
https://images.openfoodfacts.org/images/products/325/149/033/2080/front_en.125.400.jpg,GERBLE,"Gerble - Fig Bran Cookie, 210g (7.5oz) - 210 g","Snacks,  Sweet snacks"," fr:Biscuits au son de blé,  fr:Biscuits au son de blé et la figue","wholemeal wheat flour 26.5%, wheat flour 26.1%, wheat bran 19.9%, rapeseed oil, brown cane sugar, fig paste 5.1%, natural fig flavour, natural flavour, emulsifier: rapeseed lecithins, baking powders (citric acid, potassium carbonates, sodium carbonates), made in a workshop that uses nuts, lupine,  eggs, sesame and soy",Ultra processed foods
https://images.openfoodfacts.org/images/products/80042556/front_en.331.400.jpg,Mutti,Polpa - Mutti - 400g,"Plant-based foods and beverages,  Plant-based foods"," Canned tomatoes,  Tomato pulps","tomatoes 99.8%, salt",Processed foods
